"Caller_ID","Test_Group","Outcome","State_Available","Email_Available"
"73734806ERBDHBBU",1,0,0,0
"51764304GRXCMPPR",1,0,0,1
"97191271OJLSCQQO",1,0,1,1
"43230130CKNABYOY",1,0,1,0
"74746166TXZZZRUF",0,0,0,0
"85584217QNOUNSKK",1,0,1,0
"27087746WNCWADIS",1,0,1,0
"53241825FKNONBQE",0,0,0,0
"96933922VPUZNACN",0,0,0,0
"85940574OCADCDZD",1,0,1,1
"20017260TDOMAVJS",1,0,0,0
"35869046WBQRHZMR",1,0,1,0
"28142570LWZVWJIL",1,1,1,0
"03710740HZCFPGUH",1,0,0,0
"32306621PJTNSKOW",1,1,1,1
"26113973BCUGZNQE",0,0,0,0
"05258405KPJOFGEB",0,0,1,0
"29844582MNJFZRPL",0,0,1,0
"62886177GOZQMIDZ",0,0,0,0
"49071827BAYIBTXO",1,0,0,0
"05338792UUOSWBJW",0,0,0,0
"09090542GQEBGHKJ",1,0,1,0
"39711191TVATJUJO",1,0,0,0
"50739957MAMFRTSB",0,0,1,0
"39100907QIEVHPEB",0,0,0,0
"73286505MCUNBXIA",1,0,1,0
"16580869NNQTFDBE",1,0,1,0
"37084564UKQVSUBS",0,0,1,0
"19596612ZHAONEKM",0,0,0,0
"32705435ZNZJHNGP",0,0,0,0
"50667972NRNTQIMK",1,0,0,0
"87460860HKTTRGKN",1,0,0,0
"95300422KUDVTPMD",1,0,0,0
"94611371JQPGJSBC",0,0,1,0
"58920898GVJVDOOP",0,0,1,0
"22844459RFKOMSQK",1,1,1,1
"12592290KNJGGDYI",0,0,0,0
"91290410OOVCSFAI",0,0,1,0
"71438918PKYTDUBG",1,0,0,0
"65133784MGDNUDXD",0,0,0,0
"98706634KFLTVDHE",1,0,0,0
"25788005WFQGRBYB",1,0,0,0
"81697910KEQCIIYQ",0,0,1,0
"96258625XTQUJFOV",0,0,1,0
"82161451RGIWCTMN",1,0,0,0
"04669932QYRULMXZ",0,0,0,0
"25417783KAJQZSAA",0,0,0,0
"86656099EEQDYCHL",0,1,1,1
"22222083UWBNIBGH",1,0,1,1
"53966964RZDOPEWY",1,0,0,0
"74134123RUWXCGLA",0,0,0,0
"83994472UBUUTUDL",0,0,1,0
"93051481ARSLHUWJ",0,0,1,0
"69712055OJZWKYIV",1,0,1,0
"68031311ZUMCGIOU",0,0,0,0
"51945885IFKFVPOI",1,0,0,1
"76102954NDRAYYEO",0,0,1,0
"15682835HNONKEQD",1,0,1,0
"99373444FPJVIRQL",0,0,0,0
"24887164QQMCJFJZ",0,0,1,0
"22076190ZLHVEQRV",1,0,1,1
"27202252ZWCMOTCR",1,0,0,0
"11966843NGBCOATH",0,0,0,0
"99320088HYLJAETQ",0,0,1,1
"91286643VUJHPJPF",0,0,1,0
"28278461HBRNDGHY",0,0,1,0
"77732058WSOYMIZU",0,0,1,0
"06348622QJVAGCQN",1,0,1,0
"44476541WDSBKNXK",1,0,1,0
"30309269TJOKEBFK",1,0,1,0
"11799915BUBUFKUH",0,0,1,0
"78124040ETNFMLFO",1,0,0,0
"08937275DXOJZKAJ",1,0,0,0
"00194761ZVIJPFJC",0,0,1,0
"83967002OZSKJXWO",0,0,1,0
"26457969REYUFAFI",0,0,0,0
"81693610JSSRCYKE",0,0,0,0
"61323159LLPDACCU",0,0,1,0
"29100577SXAZOTJR",0,0,0,0
"78889244LXYPITSX",0,0,1,1
"53164423AFFSXEIB",1,0,1,0
"72817203AQWNIPFV",1,0,1,0
"47323691YGFWVIBK",1,0,1,0
"40739744GDJCOGPX",0,0,1,0
"25476678HGLPLSRF",0,0,1,1
"81357735XXYFGBJS",1,0,0,0
"80881620QXSPMPGF",1,0,0,0
"18424034NFPPOSSZ",0,0,0,0
"01869081GOGRKRZF",0,0,1,0
"27640588CDHUEGKV",0,0,1,0
"12960011GKSBPIMA",0,0,1,0
"62397737MOOCYNTE",1,0,0,0
"43120129CPXEJQFH",1,0,0,0
"63026035PPRGKLIU",1,0,1,0
"07412986FBEGYLLF",0,0,0,0
"03080866UVVIMTLQ",1,0,0,0
"71196636APCVQHKG",0,0,0,0
"77307873WKNLHMBP",0,1,1,0
"16394053WUTEJSAI",0,0,1,0
"23988428BQMPGFHF",0,0,1,0
"20646343KCFARWMM",1,0,0,0
"87503904UEILEZMK",0,0,0,0
"01340605DTIRENHR",0,0,0,0
"12676009ADJIRFZK",0,0,0,0
"57554618DPMBMQDU",0,0,1,0
"33618572KFULBHUU",0,0,0,0
"54965485YWMHGTHA",1,0,0,0
"08158236GVADERAL",1,0,1,1
"88709530GFJFGYTF",1,0,1,0
"02959020QDPRFPEA",1,0,1,0
"13770462QJFRQNQY",0,0,1,0
"47433758RTTGLTFY",1,0,0,0
"00814168KTTZDHNL",0,1,1,0
"70397962GCXIVRTH",0,0,0,0
"97887577ENALVEWJ",0,1,0,0
"46346449OTSEFBJB",1,0,1,1
"71168040NVVZVPMQ",0,0,1,0
"84181475LKUNDIHK",0,0,0,0
"23447889DRNJPCXW",0,0,0,0
"50090712ZHQVQFZZ",0,0,1,0
"77545049TCKWTRNU",1,0,0,0
"30455839OGWQJTLT",1,0,1,0
"76441325FFVDCULS",1,0,1,1
"87145316CNDWDQCO",0,1,0,0
"31262747MCMRYLUP",1,0,0,0
"29956962WNUFHGVK",1,0,1,0
"66323919CBXVMCOV",0,0,0,0
"38442314EKPHIPGD",0,0,0,0
"64898170IARMYGLQ",1,0,0,0
"57835647UPRSYIKI",1,0,1,1
"93222048STJOBIUD",1,0,1,0
"86444432DWXEANKG",0,0,1,0
"06870745LOAJLDLW",0,0,0,0
"93152798JNMQHLFF",1,0,0,0
"16688335DLGNDCGX",1,0,1,0
"68161972QZVKRQYZ",0,1,1,0
"37592625FYQJZYPZ",0,0,0,0
"71132124ZFNFUDGW",0,0,1,0
"24697940ZCHCSWRF",1,0,1,0
"96414252SGCTFBJJ",1,0,1,0
"87397368YRPIZFJQ",0,0,1,0
"37112830JJNWWSWH",1,1,1,1
"00827677FVYLAITI",0,0,0,0
"14914387DAFXFQAL",1,0,1,0
"07113630WTVJBTQA",1,0,0,0
"52582937AXKVBILQ",1,0,0,0
"77153439OBERXFIF",0,0,0,0
"69980743CERZIWTW",1,0,1,0
"27990452IJXIUGQF",1,0,1,1
"88840125EERATBZC",1,0,1,0
"74378486VTLPFFIG",1,0,1,1
"34012883FDSXHDMI",1,0,1,0
"88294001FCQBMIRA",0,0,0,0
"60625523XGNUAGOR",1,0,0,0
"15340040RQNLGKNB",1,0,0,0
"26736467WKJZOSTB",0,0,0,0
"54356149FMHSSNFA",1,0,1,0
"35222184YWKPLLGQ",1,0,0,0
"29773442EJJVUMSO",1,0,0,0
"32571439XYQWMPPQ",0,0,0,0
"97341482JEBCDFHK",1,0,0,0
"78723837DUDRTYET",0,0,1,0
"09900411UOUXORRI",1,0,0,0
"47873187RLKBKGAK",0,0,0,0
"28644955YRJVEGCF",1,0,1,0
"25878851THGWTIBZ",1,0,0,0
"60078783AUZUQPZU",1,0,0,0
"48399100XNRQVJHJ",1,0,1,0
"49383738APUVBAGE",0,0,0,0
"69482009VYAINYBZ",0,0,1,0
"17939204IXKJNUOJ",1,0,0,0
"01139967NZYKPOIZ",0,0,0,0
"55738821UBJFCCEJ",1,0,0,0
"56825868DGEXORLH",0,0,0,0
"62395373MQNKWZWG",1,0,0,0
"73624773BLDKPGRM",1,0,1,0
"43103016YUHCDGUR",0,0,1,0
"99276597FSJDYJDG",1,0,1,1
"98491378UIGFLUCH",1,0,1,0
"46940825ASWKPNIS",0,0,0,0
"81250302IVJBVFQN",1,1,0,0
"39541908ORBXYMYJ",1,1,1,0
"35587643INHCLVRT",1,0,0,0
"96285583JKALIIHK",0,0,0,0
"24591257UFGQRVGS",0,0,0,0
"79088836FRKPVSCN",1,1,1,0
"30179343RBGHAPOR",1,0,1,0
"33301864OGTAKUBY",1,0,1,0
"25235739CCDOCVQA",0,0,1,0
"27217637PADGFAGY",1,0,0,0
"31246664QJVYXIGK",0,0,0,0
"20890338BSYXLLRL",1,0,1,0
"56646357RZTYAGQW",1,0,0,0
"35387049CPNREYBL",1,0,0,1
"94403331CQCDDPCT",0,0,0,0
"29191895WTVQZKMN",0,0,0,0
"12749711BCMKVXFO",0,0,1,0
"47134279RJJHDZJC",0,0,1,0
"99907103PBQZDNGG",1,0,0,0
"03767388UPTOAHFG",1,0,0,0
"88376351BJKEDTPU",1,0,0,0
"88164879HAUAMWIT",0,0,0,0
"57101240JBUFRSPS",1,0,1,1
"03299228JREHENSB",0,0,0,0
"31683140JJDMNJXP",0,0,1,0
"55009848INYQVGNB",1,0,1,1
"73777236UWAUEAIB",1,0,1,1
"61488232FCKLQFVI",0,0,0,0
"60866762EFKZOXSI",0,0,1,0
"70136506UMDEQCVY",0,0,0,0
"19359441PUBYDHFQ",0,0,0,0
"43379437RIZOSSDL",0,0,0,0
"19699172JKKKMHJD",0,0,1,0
"00030881QLUDNEMF",0,0,1,0
"41325122HZYPKCTC",0,0,1,0
"37272442DZHFTJGV",1,0,1,0
"82253271SBHUKVIB",1,0,1,0
"30672248LXJTCITC",1,0,1,0
"24272773LXOLUKMW",1,0,0,0
"22443098HLRQXXBX",1,0,0,0
"11787571TBZSOISX",1,1,1,0
"24605556GPHMLMBX",0,0,1,1
"24402638NHEDXOCW",0,0,0,0
"31071544VVXVWRKU",0,0,1,0
"21089363YGXADYWX",0,0,1,0
"59885332UQSEUKRX",0,0,1,0
"38813497GDNUTGWC",1,0,0,0
"46368384TDNGNGOF",1,0,0,0
"92721238NMIDRRYF",1,0,1,1
"09868857TJZTTYFR",1,0,0,0
"72085296WPNHYCPN",1,0,0,0
"09306940XRBSDQCP",0,0,1,0
"02292200VCEFNYCS",1,0,0,0
"03333210EWRWZHYA",0,1,0,0
"57540925IPTTEQKJ",1,0,0,0
"86121607MEPQTISG",0,0,0,0
"82835145FERXCNQP",1,0,1,0
"76664360WJZAAUPE",1,0,0,0
"76017530FMXDFHXE",0,0,0,0
"92732749BRYSKQTD",0,0,0,0
"94973585JFSPRCUZ",1,0,1,0
"67137021CXXRBYNF",0,0,1,0
"44168938OJOYZOJV",1,0,1,0
"71566658FBSVHAGW",1,0,1,0
"24128274QOVYOLDB",1,0,1,1
"82930091MXYBAJDJ",0,0,0,0
"30989544PQNUVGLO",1,0,0,0
"20164686KIAIHBKH",1,0,0,0
"57274232RTJQETOY",1,0,0,0
"29701036HSPTLNPN",0,0,1,0
"33980086EWCJZOVU",1,0,0,0
"98918852POADGNQF",1,0,0,0
"57729916LTIKEILU",1,0,1,0
"60428931BYQJKVJQ",0,0,0,0
"58837131EBZTMLTY",1,0,1,1
"17370602BLMSFALK",1,0,0,0
"98315543YAWGQKBK",0,0,0,0
"14179773VKGINIGH",1,0,1,1
"92266251XJIAZONU",1,0,1,0
"33201747CXKWTSDF",0,0,1,0
"86554875WAEOESAQ",0,0,0,0
"71112837XBHQKJUO",1,0,1,0
"73631624HTWWYUDS",0,0,0,0
"93742051SLXXQCLY",1,0,1,0
"25790207GAFHYCLP",0,0,0,0
"07823962YNFGXHLP",1,0,1,0
"31759008JWZXZDFE",0,0,0,0
"99922738KUHTBGLG",0,0,0,0
"77499424KWUDCUDA",0,0,0,0
"46442355BVIZEXVJ",1,0,1,0
"03489466GTWZFESP",0,0,0,0
"36266613LECCEWYO",0,0,0,0
"71466176TMTUITUS",1,0,1,1
"61758554ALDVJDEQ",0,0,1,1
"67560816BRQOQUPX",0,0,1,0
"42048763DFXHZJEY",1,1,0,0
"06413995WYYNKMLS",1,0,1,1
"53438697PZTCCZTL",0,0,0,0
"23574661OPVBAUYM",1,0,0,0
"46784141HKMORGDT",1,0,1,0
"42017587NMYYDFLS",1,0,1,0
"01813513WHQAJVRY",1,0,0,0
"07639558CZDFPAOC",0,0,1,0
"74094448TLBOZYRC",0,0,0,0
"22837031HAFTUOKD",1,0,1,0
"99426446OQZDSRWM",1,1,1,0
"84406126PSTIHOIX",1,0,0,0
"18347331YLYSQKIK",0,0,0,0
"30606294IRULUOXB",0,0,0,0
"86015863HMBIOJPL",0,0,1,0
"69014424VBMEXSDL",0,0,1,0
"22817693HKNQHEEP",0,0,1,0
"75164164DRVEKLKO",0,0,0,0
"35283498AKUBIIMO",0,0,0,0
"40264483QVYFMQTL",0,0,1,0
"59811252EVOZVPRT",0,0,0,0
"04134919RFWCHECK",1,0,0,0
"98283379WOCCGRPK",0,0,0,0
"38739283DFIPUMDN",1,0,0,0
"18016766XWJJLFRB",0,0,0,0
"73388911ZAVRUSQU",1,0,1,0
"36254610RTEJMCPI",0,0,0,0
"17843186RANOYEOH",1,0,1,0
"19040046ROBQBIWX",1,0,0,0
"78217041IYOGSRZM",1,0,0,1
"09551296LKJJUAGI",1,0,1,1
"13910258ROZZRQHF",0,0,1,1
"98517915NYWPKBXH",1,0,1,0
"15461101UGTUVWSA",1,0,0,0
"42428105YUOXDJUG",1,1,0,0
"49069824YYGQUEJE",0,0,1,0
"34705389JYTPGYLZ",0,0,0,0
"58513644XZQNDQZM",0,0,1,1
"27758716EVWDCADW",0,0,1,0
"31782053BBOXABEX",0,0,0,0
"88216084WVXBEJAY",1,0,1,0
"83389497KPISNCLQ",1,0,0,0
"22971985WUBMYIML",1,0,1,0
"64729898JVQXZKKK",1,0,0,0
"24967385ELKJILWQ",1,0,1,0
"50901124INNRWTME",1,0,1,0
"95796929XLIDHQCV",0,0,1,1
"45232000RXOMJXSK",0,0,1,1
"12307010MNWEXUZW",1,0,1,1
"87494702SKCSTSQB",1,0,0,0
"06032862RPQKAIII",0,0,0,0
"73386705XBCVRPBG",0,0,0,0
"63306557UHGXIECI",0,0,1,0
"99671131XMKIZWRK",0,0,0,0
"77582749GFFEFMSY",1,0,0,0
"48979702SLRWBXKZ",1,0,0,1
"53023399CVXMCYBA",0,0,0,0
"90017931QWIUAREG",1,0,0,0
"04211800AFLRTFKR",0,0,0,0
"23599566OCFUQSJP",1,0,1,1
"43791884RQITZYKJ",0,0,1,0
"77950938LEJIUALH",0,0,0,0
"30117608YQELGOVZ",0,0,1,0
"65007742LVIZUYTO",1,0,0,0
"27276226GEBMOTRY",0,0,0,0
"45971447WNEHSVQH",1,0,0,0
"51494184LKSJUYUP",0,1,1,0
"50536330POTAUDHZ",1,0,0,0
"18184639FASHIOQU",1,0,1,0
"25978633BFCUXWKU",0,0,0,0
"31096219MPRRDWUQ",1,0,0,0
"41824761LUOJLWXM",0,0,1,0
"39687725UWCFDLGV",0,0,0,0
"79732203WDTPDEJF",0,0,1,0
"60413164THZPVVUN",1,0,1,0
"52752921CSKEAPUE",1,0,1,0
"09973330UAWLXDMQ",1,0,1,0
"54251400LRERNOIC",1,1,0,0
"48696490GCOIPWMK",1,0,1,0
"16586612LGGSGCOP",1,0,1,0
"47435171MIHZFEVO",0,0,0,0
"47830781GOPNMYVV",1,0,0,0
"91011305SYUFATZQ",0,0,1,0
"14815780FZJYBDJI",1,1,1,0
"04062335ZXXFZZCD",1,0,0,0
"24719210PQLZXSGY",0,0,1,0
"08571337JDLKCDWB",1,1,0,0
"14559984OIXOSXRD",1,1,0,0
"79518426YROZBQSJ",1,0,1,1
"12112012UUTUTEME",0,0,1,0
"37081132NCRWKVIB",0,0,0,0
"56856009SISMGBAB",1,0,0,0
"24689463IOTCLFMW",0,0,0,0
"82732489KTLDHJUX",1,0,1,1
"30977208UADMFBML",0,0,1,0
"32477431MPKYHNIF",0,0,0,0
"90174738ORMIJQHJ",0,0,0,0
"72793235UXFZRYCS",1,0,1,0
"80185812FOUNCUFD",1,0,0,0
"43350997INHWNZUL",1,0,0,0
"05019306XEVTHHRL",1,0,0,0
"80245688IPOECQLV",0,0,1,0
"71216912EYQBOKMA",0,0,1,0
"47466527ZBEEHYAU",1,0,0,0
"81856007HXEUMCLG",1,0,0,0
"52870415FELQGAXF",0,0,0,0
"29635170YENWBLEW",1,0,0,0
"48169719XIGAFFVF",0,0,1,0
"30445615HBCZPDHY",1,0,0,0
"74786119ZQGWIUMB",0,0,1,0
"46170287FHYRGHLY",1,0,0,0
"61079163VOCLLEEO",0,0,1,1
"29214487HYQEAONB",0,0,0,0
"60160916YRVURJQY",1,0,0,0
"45842213JCRREYEI",0,0,0,0
"36094844CWYCPGSG",1,1,1,0
"04949152PWSQIRBU",1,0,0,0
"02543814JIVHCJRB",1,0,1,0
"08823356AEPOIXMW",0,0,0,0
"47439513MJOKMEML",1,0,1,0
"87175096SIUTFVPQ",0,0,1,0
"91935956VYOPXZVE",0,0,0,0
"94379977GJHRLPZZ",0,0,0,0
"33486724QXYTMOBP",0,1,0,0
"72811136FYKSOQID",1,0,1,0
"85739269AUXQBTES",1,0,0,0
"69693967HEGVTYUU",1,0,1,0
"14767398BUXQGJCH",1,0,0,0
"92483164YVKECNAQ",0,0,1,0
"11184837ZOVXFYGL",1,0,0,0
"84283473JRPMRECC",0,0,0,0
"29661587AYMZXWMY",0,0,1,0
"85944159CUVLHCFJ",1,0,1,0
"22056966DDQWZSBH",0,0,0,0
"29392154OTBRKVJF",0,0,0,0
"83652058ZWIKYLEO",1,1,0,0
"65019388OPUHUBWV",1,0,1,0
"20960550DKANPCGQ",0,0,0,0
"02156784TWVJMXWB",0,0,0,0
"56035407NMFFZWFF",0,0,0,0
"32272862SPSGCPCI",1,0,1,0
"73023520WXUCETBP",0,0,0,0
"21470871CUECSDWV",1,0,0,0
"69878491ETOUGEEP",1,0,1,0
"55566070WKEKQWVP",1,0,0,0
"84538329OYXXXTSV",0,0,1,0
"44678509FOCBRHRG",1,0,1,0
"57912696NZOMSFOU",1,0,0,0
"61252588FQVJEXSF",0,0,0,0
"74953789WMUFXKSG",1,0,1,0
"77900943SGNEDCOM",1,0,1,0
"52064460GMBNRVDL",0,0,1,0
"92171337VKDMMOSI",1,0,1,0
"72623062ATMJVFRQ",1,0,1,0
"06779516LZYUKSNF",0,1,0,0
"98244044YQAWTKYE",1,0,0,0
"63915893WMVXUTCQ",0,0,1,0
"37461290ZLLGXGVW",0,0,1,0
"69733903PFSYVOJR",1,0,0,0
"68036356CDESGIGD",1,0,1,0
"56464372KUJUGZID",1,0,0,0
"65134564CQBYJLJL",0,0,0,0
"54732115JAJWWHSH",1,0,1,0
"69018590HMPKOSRM",0,0,0,0
"57657240AZANDJNC",1,0,1,0
"00711200TIVNCPBY",0,0,1,0
"38471755NDIODYVU",1,0,1,1
"14862242LZTWPLOG",1,0,1,0
"29510283DWVVQCVM",0,0,0,0
"38649545BZPGKIJE",0,0,1,0
"76554124USITPMWJ",1,0,1,1
"74420988ICJHAPBD",0,0,0,0
"14009387ZOEHDMCW",1,0,1,1
"56231168QWVPEYVP",1,0,0,0
"27102199SMVZFQZJ",1,0,0,0
"31390683TSFPZSMK",0,0,1,0
"39357513MYJPNBUM",0,0,0,0
"84778269YZUOECFC",1,0,0,0
"89429118QRHJGRJW",0,0,1,0
"48267433QTURJZQN",0,0,0,0
"06347532WAOWUTLI",1,1,1,0
"98803336HOWLBFNJ",0,0,0,0
"62001629IHRQMXSF",0,0,0,0
"21513957NOCYGYYC",0,0,0,0
"30239047SDDFJZDF",0,0,0,0
"81620262WPCISVYP",1,0,1,0
"66193551WESPQTOL",1,1,0,0
"16790903LFTWZOVZ",0,0,0,0
"40773247NERGMRTA",0,0,1,0
"83169111LNPASOHH",0,0,1,0
"28124296MCPPWVZC",1,0,0,0
"31959919SVQOMJMH",1,0,1,1
"80454963ZZRUCDSV",0,0,0,0
"17731711NEPZXXCJ",1,0,0,1
"78537865IUAQIJSZ",0,0,1,0
"57714940WSRXUDXT",0,0,1,1
"80724494FZBVSSLG",1,0,1,0
"18741642BLPWVJOJ",0,0,1,0
"54771656DXBTZKAS",1,0,1,0
"84926435YSRHRNUH",0,0,0,0
"29642035QMPWLFJS",1,0,0,0
"47070703NLSJVRTY",0,0,1,0
"68483252IXMHEUYW",0,0,0,0
"72806520UNUOJTAG",0,0,0,0
"98203097NWVWCOAT",1,0,0,0
"27014490ZKYDGIXL",0,0,1,0
"45477438KDHWLKAF",1,1,0,0
"85128999MZTUXLJI",0,0,1,0
"89304211XUUYYFBT",1,0,0,0
"69485075DLMLMMCB",0,0,0,0
"71077925OVHSFSFC",0,0,0,0
"29359453OUFLCOXT",1,0,1,0
"36244486WYUYOIWX",0,0,1,0
"64613168QECEFUWP",0,0,0,0
"94355382SIWMZPMF",0,0,1,0
"74975262QPOYSJOP",0,0,1,0
"00581673YCINWNSL",0,0,0,0
"73196071XSRLBSSM",1,0,1,0
"90572491FEMAJAJE",0,0,0,0
"30578544UWTXUDXA",0,0,1,0
"96346933UGYRGOCL",0,0,0,0
"57687078YTZJYSAU",0,0,0,0
"08941824GTQCFATR",1,0,1,0
"51682488CSEXYVUR",1,0,1,1
"88710194WDYTNIKJ",1,0,1,1
"71616334JSYXLITG",0,0,1,0
"43783748ZHKQSBVZ",0,0,1,0
"95993932LEXXTRPI",1,0,0,0
"50449024WLFDNBGZ",1,0,0,0
"94325177DMETTYZB",1,0,1,0
"46718669JYGGTIFL",0,1,0,0
"94867894YUUCLOPS",1,0,0,0
"20763967DEWGDDRT",1,0,1,0
"83924516OTWHNJKH",0,0,0,1
"38900318MKMMYFVC",1,0,1,0
"34780365MPNEUOGF",0,0,1,0
"28524377WVWLUWAD",0,0,0,0
"81963986IBXCUUJI",1,0,1,0
"77262308FQQJDWEL",0,0,0,0
"57938064JLOFKZMC",1,0,0,0
"59460592MWRVQRML",1,0,1,0
"19535228ATGSLXPR",1,0,0,0
"96126538OXNUIJXO",0,0,0,0
"36617684RNOSXTGX",1,0,0,0
"92451867IYWCWOMM",1,0,0,0
"22656087SZINDGBM",1,0,1,0
"99802373BERIDGIM",1,0,1,1
"19004780RLCUCKVQ",0,0,0,0
"08738549FKUAAUEQ",1,0,1,0
"57386635JYVWGSOH",0,0,1,0
"83309214GGFGMMEI",1,0,0,1
"97237601UUHUDMDQ",1,0,1,0
"96687804QCLSCZUW",1,0,0,0
"66512370HCAHHOMH",1,0,0,0
"70780086YQBZKXPR",0,0,1,0
"98220778PEZXCRSR",1,0,1,0
"81581544YHWXNCHU",1,0,1,0
"55108051NLUPFXNP",0,0,0,0
"58071555XSLLKUVA",0,0,1,1
"46865675DHFWXGBL",0,0,1,1
"08873806HTRKNRZH",1,0,1,1
"63280155JPEARNRP",0,0,0,0
"97565923ZODYHKMI",1,0,1,1
"84103148XUFARUHW",0,0,0,0
"33506844CLMLHMWB",1,0,0,0
"23469160OCOFRXTC",1,0,0,0
"02736263WGRGJTNE",0,0,0,0
"23769801RMHMIRCU",1,0,1,0
"98789530KATABKAE",0,0,0,0
"99469396TJJRWCEF",1,0,0,0
"00694904KBDGAIOS",1,0,0,0
"48715882WYUNOOKC",0,0,1,0
"92537806ATJYCTGT",0,0,0,0
"78474405NPDXVMZQ",0,0,0,0
"17042979VPDBDMJH",1,0,0,0
"32103307LIVKSAQN",0,1,0,0
"27793512TOFVRUBR",0,0,1,0
"65682656GCTANPQQ",1,0,0,0
"30404486IIYVBOWX",0,0,0,0
"17748263VPKQQAFU",0,0,1,0
"15223470RJOIBQPR",1,0,0,0
"48240730WCWTSZNE",1,0,1,0
"66665315JBEHJOGD",0,0,0,0
"34017821XHPJIBNE",1,0,0,0
"30032460GSIFLBVI",1,0,0,0
"82422291NQITPSHX",1,0,0,0
"91520069ZKFWLKHA",1,0,1,0
"37196447JJVDFVDB",1,0,1,0
"90593557MHFZMNGH",0,0,1,1
"73650625DOMYBHVF",1,0,0,0
"72110148NDYXIBLL",1,0,0,0
"64936815XPEVHWQP",1,0,0,0
"52774869JQNATGFP",0,0,0,0
"54400562BIODJOMV",0,0,0,0
"36165272BVFDKMBY",1,0,1,1
"70640832DPRQNHAG",0,0,1,0
"21537108OGPDYJWQ",0,0,1,0
"13559794WIQKHPIR",0,0,1,0
"11175970OIXTETKP",0,0,1,0
"03573335XBOBSTRW",0,0,0,0
"21858135HTAZIWJE",1,0,0,0
"15656450ZSMPBIDF",0,0,1,0
"17366453IUCEJQLZ",0,0,0,1
"61548372PHWPXJYL",0,0,0,0
"53627039OJXERDTG",0,0,0,1
"86797152EZMFIMFO",0,1,1,0
"00230094JVLMRTEN",1,0,0,0
"42800193DVYVJWUC",1,0,1,0
"34686472IEDQFBUW",1,0,0,0
"56870454PUCXIHEK",0,0,1,0
"75058481SFKYDMIU",0,0,0,0
"37393636QDSNLOGE",1,0,1,0
"62509034KZUXMNFA",0,0,1,0
"05113560MEJQPTNH",1,0,0,0
"88460756PIOXISZG",0,0,0,1
"82757451FPXRZBFG",1,0,0,1
"88869349ZCUJUKJN",1,0,0,0
"40014554DBAGGRZC",0,0,1,0
"27788732YJVOAMDT",1,1,1,0
"49022625JTOJHATK",1,0,0,0
"70855280KMKXGTLF",0,0,0,0
"14241181GNEDLGQR",1,0,0,0
"67206030GGJEBFJP",1,0,0,0
"10121224AATMWLWC",0,0,1,0
"97441522AYHDQCNR",1,0,1,0
"68819674MQAKKTPV",0,0,0,0
"36341744VUTYSHTO",1,0,1,0
"78392536IGINSDBJ",1,0,0,0
"01253500EOUPDRYV",0,0,0,1
"47294616DWJTRONR",0,0,1,0
"15159790YSMZYXNV",0,0,0,0
"87987934EMZAWZUG",0,0,0,0
"88950588BEFWKSYN",1,0,1,0
"10687108PUHKALFG",0,0,1,0
"43633493AVHSJXDN",1,0,0,0
"41631186UCNOGYDO",1,0,0,0
"00471283VVZOCRBJ",0,0,0,1
"82308994AWZOBMXX",1,0,0,0
"46002798HCUHDNSY",1,0,1,0
"07660456FZYDPYEO",0,0,1,1
"85634430IVPAJJQU",1,0,0,0
"61563008VINENVMC",1,0,1,1
"55277098YXGBFCZH",1,0,1,0
"90247863HEHSHIVJ",0,0,0,0
"77543374BUSVULAB",0,0,0,0
"07453428XTXGPLWA",0,0,0,0
"87243591HJDYGXVL",0,0,1,1
"16402022CYRYSZPB",0,0,1,0
"16255494TDDMSPIV",0,0,1,0
"39907267YBCBVNUU",0,0,1,0
"66444343QNFQUHXW",0,0,0,0
"62472147TFZNYEMY",1,0,1,0
"58224791CRXIPPUH",1,0,1,0
"61267660FIADJKMS",1,0,0,0
"81947298GPAFIASL",1,0,0,0
"26575114UKQYITKI",0,0,0,0
"38664250BMEZCKMR",0,0,0,0
"31928823YMWAIEHS",1,0,0,0
"13904843RMQHWNQK",0,0,1,0
"43860895BRLTTVRJ",1,0,0,0
"98937743QIUKTKJE",1,0,0,0
"10219425OVKSUEPO",1,0,0,0
"13882976CSGKPPJN",1,0,1,0
"73032754PCTUAEFM",1,0,1,0
"52529627EEXFFNTQ",0,0,0,0
"32854733JAKPSSCD",0,0,1,1
"89516232LHSATKDJ",1,0,0,0
"26351104AJIRPXIQ",0,0,0,0
"33041731WGYZOOZB",1,0,0,0
"88530302HAZOSVEH",0,0,0,0
"55146643EDQRLSMJ",0,1,0,0
"80153190KCHGTYPG",1,0,1,1
"84946954OFZJZPVW",0,0,0,0
"40429995OYFJRQGB",1,0,0,0
"87983009OYYDEXWB",1,0,0,0
"89977884WRAYAPTP",1,1,1,1
"57640637SDNWGKKO",0,0,0,0
"49028172IKOXAISF",0,0,0,0
"86166050OTTLSIZY",1,0,1,0
"02713190UJPHTSBL",0,0,0,0
"32299942MYPJDVLD",0,0,0,0
"87570745GUDEXKDS",0,0,0,0
"68276275RBPHMSCH",1,1,1,0
"34920672TDAJGAXW",1,0,0,0
"76656892ZQUCYYRU",1,0,0,0
"05157086LEAVVOXP",1,0,0,0
"00919048NSPMYFNM",0,0,1,0
"73672113TLISGUIS",0,0,0,0
"88807321SAFQFGME",0,0,0,0
"52765050NZBPXHLI",1,0,0,0
"53885704DLMFMCNF",0,0,0,0
"62675420QCOMAZVG",1,0,0,0
